Married,NumberOfChildren,Address,CreditCardNumber,CreditCardExpirationDate,CreditCardCVC,DrivingLicenseDateObtained,DrivingLicenseAgeObtained
True,0,"93, rue Simon
77384 Gaillard",1167-8122-4815-3469,5/25,041,2017-03-14,24.78302532511978
False,0,"53, avenue Susanne Huet
35849 Pichon",9018-7917-2293-4325,10/25,642,1999-05-18,29.77138945927447
False,0,"649, rue Rémy Le Gall
15409 Clément",3986-1763-1833-3714,6/25,663,1979-08-13,21.297741273100616
True,0,"47, rue Maggie Pons
59416 Carre",7319-3359-9358-6314,12/25,965,2003-07-17,18.480492813141684
True,0,"rue Madeleine Voisin
18259 Schneider-sur-Lamy",8570-1208-5144-6916,7/24,044,2020-04-13,18.98425735797399
False,0,"2, avenue de Mallet
22478 Sainte Martin",9781-6264-5335-2344,10/25,953,2015-09-02,19.904175222450377
False,0,"49, boulevard de Adam
94756 Saint Camillenec",7510-9305-3976-7526,5/24,814,2013-09-06,18.261464750171115
True,0,"rue Leleu
80129 Lefebvrenec",6370-9682-7396-1392,5/25,274,2001-09-01,20.933607118412045
True,1,"67, rue Delannoy
17844 Grégoireboeuf",9028-2874-4849-5700,5/24,191,2004-11-29,21.399041752224505
True,1,"91, rue Boyer
75496 Hervé-la-Forêt",8131-8067-4933-9655,4/25,742,2017-02-21,54.98425735797399
False,3,"18, avenue Théophile Lévêque
69644 Saint Laetitia-la-Forêt",8275-2528-6120-4494,3/24,679,2000-04-16,43.92607802874743
False,1,"351, rue Agnès Charrier
81769 Martyboeuf",3427-6061-2668-8913,6/24,165,2017-03-17,25.23750855578371
True,0,"23, chemin Cohen
97169 Dupré-sur-Dubois",3227-5141-5420-4333,4/24,527,2018-11-06,26.92950034223135
True,2,"avenue Chantal Descamps
81549 Weber",4900-2293-4322-3388,11/24,387,2020-10-15,19.4031485284052
True,1,"95, boulevard Alphonse Payet
89370 Hebert",2119-8708-2527-9178,1/24,941,2019-02-02,25.21286789869952
True,1,"465, avenue de Faivre
38602 Delorme",1908-8776-4010-7317,9/24,211,2018-05-03,50.110882956878854
True,2,"15, boulevard Guillon
43898 Sainte Thérèse-sur-Mer",9175-3792-3914-7987,8/25,214,2014-07-29,36.41341546885695
False,2,"71, avenue de Raynaud
56939 Sanchez",6111-8549-2100-9321,5/24,412,2021-01-03,42.08624229979466
True,0,"chemin de Merle
75818 Sainte Édith",2414-2782-5568-7646,5/25,211,2004-07-25,34.091718001368925
False,2,"494, rue Godard
52986 Saint Nathalie",8378-5501-7580-8944,7/24,490,1987-12-20,32.10403832991102
True,2,"rue Nathalie Couturier
18564 Alves",6454-5297-4441-8035,9/25,192,2012-07-31,33.44832306639288
True,0,"37, boulevard Lelièvre
79687 CoulonBourg",1751-5684-9362-9498,7/25,304,2018-08-08,45.24572210814511
True,2,"boulevard de Noël
43851 Coste",6379-9533-9388-3762,8/25,773,2018-07-25,32.69815195071869
False,2,"36, rue de Gautier
59314 Joly",5418-2947-3974-8654,4/24,664,1989-06-26,19.444216290212182
False,2,"rue de Hernandez
13207 Sainte Lucy",5717-1648-9384-3758,5/24,545,2019-11-04,62.26694045174538
True,0,"53, avenue de Pons
14672 Salmon",2972-9910-5856-4183,1/24,315,2009-11-22,33.04859685147159
True,0,"boulevard Boucher
73397 Charrier",6218-3027-5157-9177,1/25,438,1998-06-28,18.414784394250514
True,0,"899, boulevard de Hoarau
66597 Lefèvre-sur-Mer",2537-3960-7508-5833,9/25,146,1999-12-14,41.39356605065024
True,0,"691, chemin Lemaître
08641 Langloisboeuf",3897-2099-8930-9436,10/25,909,2001-07-02,20.5968514715948
True,1,"635, chemin Patricia Laine
38409 Sauvageboeuf",4107-3823-8731-4146,6/25,779,2019-11-28,42.57631759069131
False,0,"rue Zacharie Moulin
34370 Leblanc",6546-9567-2399-5456,5/25,246,2021-10-21,27.6249144421629
True,2,"rue Letellier
81369 Munoz",4223-2671-6633-6481,7/25,609,2018-07-14,29.08145106091718
False,2,"803, avenue Gilbert
51256 Perrot",2893-9473-7077-2297,2/25,256,2013-11-29,20.37782340862423
False,1,"8, chemin Pottier
24164 Dijoux-sur-Bodin",7174-2552-2938-4211,10/24,543,2006-12-06,21.00752908966461
True,0,"47, chemin Céline Guillon
44133 Colasnec",4034-6638-7408-2556,7/25,694,1996-04-17,25.6290212183436
False,1,"38, avenue de Nicolas
37478 Étienne-les-Bains",8194-6125-4024-3818,3/25,559,2019-02-14,22.10814510609172
True,3,"505, avenue Royer
35438 Chartier",3003-6849-8782-8582,8/24,511,2022-04-28,27.923340177960302
True,0,"54, boulevard Bègue
19216 Menard-les-Bains",9222-7709-3217-3236,8/24,288,2012-02-03,35.31006160164271
True,1,"2, rue Pascal
84766 Rémy-sur-Mer",2682-8095-4183-1265,1/24,845,1995-11-15,31.345653661875428
True,1,"62, boulevard de Aubry
10664 Dijouxboeuf",4146-3079-5355-3334,10/24,389,2017-01-01,55.81108829568789
True,0,"50, rue Charles Lefèvre
28387 Blanchet",5733-7104-5482-6598,6/24,296,1979-11-03,22.102669404517453
False,2,"20, chemin de Legros
53163 Petitjean",5644-7432-4298-9983,1/25,099,2013-08-18,29.683778234086244
True,1,"90, avenue Louise Lesage
09852 Fouquet-sur-Pons",3954-4281-1315-8975,6/25,340,2014-09-05,22.65845311430527
True,0,"76, rue de Rivière
32692 Tessier",5967-2315-2733-4642,2/24,570,2020-09-12,56.290212183436005
False,0,"71, rue Lucy Lemoine
22438 Bourdon",4518-8156-8228-1420,4/24,449,2020-01-14,53.98494182067078
False,1,"63, boulevard Turpin
69818 Ledoux",2054-6459-2346-1820,11/24,127,2020-01-13,19.887748117727583
True,0,"66, boulevard de Perez
26187 Le Gall-les-Bains",8688-6811-5925-9084,2/24,758,2017-10-31,19.529089664613277
False,1,"5, chemin Anastasie Bègue
22566 Marion",2817-6440-3253-9672,12/25,740,2018-04-28,23.351129363449694
False,0,"2, rue Catherine Moreno
55671 LemaîtreVille",7769-3811-5365-4897,10/25,218,2006-09-03,49.13620807665982
True,2,"avenue Dumont
02986 Sainte Jeanne",5157-2084-2549-9118,12/24,839,2015-10-27,47.044490075290895
True,1,"1, boulevard Jean Techer
37797 Bonneau",2767-7748-8990-8083,6/25,309,2020-04-28,34.40657084188912
True,1,"5, rue de Maillet
20694 ThierryBourg",1786-9281-7497-8939,5/25,151,2019-08-28,21.557837097878167
True,1,"chemin Henry
94411 Rossi",7103-2074-5469-7813,10/25,972,2021-11-03,18.981519507186857
True,1,"63, rue Alex Gautier
97447 Sainte Tristan",3041-5800-4983-2513,6/24,213,1998-02-20,33.0321697467488
False,4,"73, avenue Marcelle Bertrand
81649 Munoz",8642-1578-7903-8011,2/25,152,1999-08-23,30.91854893908282
True,1,"405, chemin de Nguyen
53144 Bouchernec",4608-3349-2305-4897,2/25,667,2018-08-24,49.67556468172484
True,1,"78, rue Vincent Lucas
13810 Morelnec",6424-7095-4483-3623,1/25,615,2007-03-13,28.862422997946613
True,0,"rue Petitjean
78562 Saint Diane",8187-1541-5466-9628,7/25,933,1998-10-04,19.3347022587269
True,3,"79, avenue de Grenier
81786 Olivier-la-Forêt",7915-5606-9071-3386,9/24,989,2015-07-31,39.38124572210815
True,1,"13, chemin de Gilles
47664 Lecomte",7350-4442-1134-2933,6/25,795,2001-09-18,32.993839835728956
True,1,"rue Joseph Mahe
20700 Sainte Valériedan",5325-6024-9973-8183,10/25,967,2002-05-07,43.26078028747433
True,0,"23, rue Vasseur
85422 Legros",4856-1190-3105-7879,4/25,553,2003-01-18,36.93360711841205
True,0,"boulevard de Diallo
13117 Nguyen",7059-6559-9542-7581,9/25,880,2014-11-02,21.349760438056126
True,0,"19, rue de Lefort
30793 Marchand",4567-2675-9990-4644,11/25,059,2011-04-15,40.993839835728956
False,0,"2, rue de Langlois
08504 Saint Mathilde-les-Bains",8420-2997-6916-7604,3/24,885,1989-06-18,33.50581793292265
False,1,"66, rue Teixeira
44832 Brun",8605-3451-7837-5560,9/25,571,2002-11-28,33.06502395619439
True,0,"94, rue de Antoine
39168 Saint Thibautboeuf",2805-5354-1261-9869,7/25,986,2019-07-02,18.16016427104723
True,0,"17, boulevard Paul
67712 Fernandez",3872-6804-1615-1331,11/24,855,2022-02-11,19.340177960301162
True,1,"9, avenue Susanne Pottier
31447 Saint Gabrielle-sur-Mer",8067-2959-7146-2598,5/25,726,2021-04-01,26.439425051334702
True,2,"419, rue Hamon
13508 Breton-sur-Mer",5693-3320-4258-1451,12/25,472,2019-07-24,34.98973305954826
True,0,"rue Fernandez
41763 Boulanger",1784-4611-1176-7073,1/25,904,2006-09-25,36.865160848733744
True,2,"37, boulevard Breton
97293 Guibert-la-Forêt",6837-8156-5910-1704,8/25,008,2017-08-02,20.05201916495551
False,1,"90, boulevard Hugues Texier
03204 Saint Josette",7105-9111-1393-8006,7/24,279,2003-12-15,21.218343600273784
False,0,"72, avenue Charpentier
50297 Pasquier-sur-Mer",7260-9925-8726-6037,11/25,443,2019-10-15,20.550308008213552
False,1,"13, rue de Hernandez
16950 Danielboeuf",1818-8621-8895-7485,10/25,780,2022-08-22,19.449691991786448
False,1,"82, rue Boutin
97642 Robert",6176-7333-5168-9505,10/25,890,1978-05-21,21.52498288843258
False,2,"76, rue de Diaz
78294 Blanc",4136-5310-5287-1414,10/25,617,2019-01-20,30.811772758384667
False,0,"62, chemin Pierre
25877 Gaudin",6845-7463-3401-6153,7/24,707,2018-04-14,18.63107460643395
False,1,"91, boulevard de Pruvost
85767 Weber",4360-5895-9429-1581,10/24,375,2021-10-07,23.718001368925393
False,0,"10, boulevard de Charles
14857 Chevalier",5084-3040-1870-9412,11/24,082,2014-01-04,31.509924709103355
False,0,"2, rue de Fleury
97254 Saint Diane",7355-4090-1641-4181,3/24,451,1999-09-21,21.815195071868583
False,0,"23, chemin de Aubert
50641 Coulonboeuf",6434-6878-8444-9598,9/25,083,2018-12-30,21.7056810403833
True,2,"583, boulevard de Marie
13940 MalletVille",5308-5862-7669-2153,7/24,555,1982-05-12,19.77549623545517
False,0,"95, rue Alexandre Lenoir
41184 Jacquet",5876-6168-9284-7646,10/25,195,2022-02-08,27.025325119780973
False,1,"95, avenue Mallet
55296 Marinnec",3508-4229-4874-6965,6/25,535,2022-08-22,21.61533196440794
False,3,"333, boulevard de Marchand
02685 Nguyennec",7363-6192-1718-8193,6/24,916,2019-06-04,21.87542778918549
False,0,"360, avenue de Blondel
71845 ChauveauVille",4029-8858-2220-8460,3/25,240,2019-05-07,43.37850787132101
True,0,"rue Samson
37131 Pottier-sur-Lambert",7356-9218-2055-5866,6/25,163,2018-05-12,31.548254620123203
True,2,"9, rue Susanne Bouvier
83716 Camus",3989-2982-4070-8856,5/25,561,1983-06-12,27.066392881587955
False,1,"17, boulevard de Wagner
25782 Lenoirnec",7206-2349-3233-2444,1/24,044,2005-11-07,26.54072553045859
False,0,"16, chemin Gilbert Rodrigues
72415 Saint Jeannine-les-Bains",5319-9715-6128-2072,4/25,702,1992-12-25,25.560574948665298
False,0,"64, avenue Duhamel
52332 Briand-sur-Roux",3362-1130-3153-2720,11/25,398,2003-10-08,34.362765229295
False,1,"75, rue de Giraud
84203 François",4640-3798-5003-5947,9/25,335,2017-05-12,35.51813826146475
False,1,"93, chemin Lucie Noël
97149 Weber",7724-8392-8226-9952,4/24,444,2013-09-14,25.38261464750171
False,2,"1, boulevard Laure Bourdon
85648 Munoz",5876-4794-1843-6701,11/24,649,2019-12-07,22.751540041067763
True,2,"1, chemin Alexandre
53370 Valentin-sur-Rocher",5821-2032-8782-7722,11/24,064,2014-04-08,18.90759753593429
False,0,"67, chemin Sauvage
50814 Le Goff-la-Forêt",4134-6128-3022-8472,8/25,962,2008-05-27,24.78028747433265
True,2,"83, boulevard Paris
58929 Guibert",2956-8416-2685-6531,12/24,200,2014-08-24,21.37987679671458
True,0,"11, rue Denis Pasquier
81154 Saint Laetitia",6868-6291-8139-3644,1/25,320,2001-06-22,44.5201916495551
True,2,"101, rue de Ramos
30542 Brun",1692-1394-8823-7521,8/24,441,1989-12-19,20.917180013689254
False,1,"1, rue de Martin
62934 Morvanboeuf",8532-2979-7010-6608,8/24,422,2014-03-20,47.79192334017796
False,3,"231, avenue Gilles Poulain
20530 Saint Marthe-la-Forêt",8024-3092-8468-8873,3/24,621,2021-01-22,22.067077344284737
True,0,"77, rue de Sauvage
97634 Grenier",3376-5023-9380-9644,12/25,239,2022-04-12,61.138945927446954
True,1,"avenue Lacombe
83576 Saint Élodie",4529-2896-9142-5352,12/25,604,2022-05-13,46.978781656399725
True,1,"50, rue Capucine Renaud
65639 Saint Agathe",7610-6845-6739-5349,4/25,535,2021-09-15,44.29295003422313
True,0,"66, avenue Chevallier
97173 Vaillant-les-Bains",2914-1467-9224-6458,10/24,621,2017-05-05,58.450376454483234
False,2,"323, avenue Laine
61662 Regnier-sur-Pierre",6162-5761-4938-9919,10/25,723,2016-04-29,59.49623545516769
False,0,"61, boulevard de Hubert
68244 Bodin",5486-9582-4134-3205,1/24,099,2019-03-31,18.26694045174538
False,1,"78, avenue Lucas Rémy
90187 Becker",1953-4412-6772-1846,4/24,834,2020-07-03,19.463381245722108
True,0,"59, boulevard de Lacroix
32953 Rivière-les-Bains",8969-3021-9063-7213,10/24,410,2009-09-12,20.980150581793293
True,2,"75, chemin David
17255 Saint Camille-sur-Mer",8950-3875-8252-9896,2/24,977,2006-01-06,35.15947980835045
False,0,"7, rue Victor Pinto
94715 Maillot",1398-4253-3933-5359,2/24,692,2008-01-23,22.354551676933607
True,4,"boulevard de Duhamel
35818 Sainte Tristan",4798-3931-4708-8202,4/25,626,2020-06-03,35.05544147843943
True,1,"1, avenue Gérard Vallet
43108 Lacroix",5879-5486-6854-6741,4/25,811,2020-03-24,22.598220396988363
False,2,"6, avenue de Guyot
97379 Thibault",4547-4725-4022-3920,2/24,182,2005-11-18,34.93497604380561
False,1,"424, rue Rossi
50913 Raynaud",1562-8977-7997-1831,8/24,382,1986-10-27,27.720739219712527
False,2,"avenue Ledoux
65745 RenaultVille",4030-5343-6458-5192,5/25,398,2002-12-25,23.79192334017796
False,1,"boulevard Agathe Faure
97334 Becker",6857-5499-1615-9401,11/25,455,2008-05-15,32.60506502395619
False,2,"57, boulevard Delannoy
73599 Saint Suzanne",3683-8739-1501-5761,8/24,488,2000-11-13,22.650239561943874
True,3,"31, chemin de Boyer
20788 Nicolas-sur-Mer",6816-8115-1572-6482,6/24,049,2003-01-10,44.53388090349076
True,1,"171, rue de Lévêque
56634 Saint Margaret",1343-1421-1724-9198,10/24,530,2021-10-18,20.621492128678987
False,0,"rue de Besnard
08191 Berger",3515-5501-4012-6860,12/25,973,2016-02-12,40.04106776180698
True,1,"9, boulevard Fouquet
08895 Rodriguez",1952-7078-4793-3296,10/25,019,1986-03-22,28.057494866529773
True,1,"989, rue de François
75394 Saint Alicenec",6088-8757-6133-7105,5/25,281,1998-03-16,39.12936344969199
False,0,"97, chemin de Paul
59312 Sainte Sophie",5979-2701-6228-7078,4/24,828,2012-11-29,35.4715947980835
True,4,"588, chemin Hardy
97211 Saint ColetteVille",2538-3395-4710-5078,1/24,272,1995-01-20,20.292950034223136
False,2,"52, rue Jules Hoarau
45890 Sainte Nathalie",7702-1365-2288-3152,12/24,731,2002-05-09,29.52498288843258
False,1,"41, chemin de Dupré
21647 Thierrydan",9560-4570-7170-1329,12/25,102,2003-05-26,20.71457905544148
False,1,"77, boulevard Marion
63218 Dos SantosVille",2325-3856-8864-1787,3/24,416,1991-09-20,25.05407255304586
False,2,"13, rue Lucas Martineau
72608 Saint Louis-la-Forêt",4761-6288-2764-2174,11/24,502,2007-02-09,25.872689938398356
False,1,"79, rue de Peron
31644 Royboeuf",2157-6295-3535-9612,7/25,685,2017-01-01,18.39561943874059
False,2,"862, avenue de Marin
77714 Fouquet",9060-5411-7609-5417,5/25,323,1974-10-25,19.052703627652292
False,0,"45, rue Guérin
76235 Saint Émilie",3256-3227-8542-9899,10/24,141,2014-07-13,56.8870636550308
True,0,"96, chemin Thierry
76971 Collet-les-Bains",8989-2587-3819-7854,10/24,353,2021-06-20,38.732375085557834
True,2,"26, avenue Marcel Neveu
47743 Faivre",4026-5830-3466-9178,3/25,796,1987-03-27,30.253251197809718
True,1,"48, boulevard de Labbé
52356 Lecomte",4526-2443-4103-2143,7/24,990,1999-11-06,24.83504449007529
False,1,"avenue de Chartier
43525 Duvalboeuf",2666-6148-3556-8808,3/24,802,2021-04-09,19.665982203969882
False,1,"7, rue Evrard
13753 MartinVille",7241-8289-3583-2639,4/25,055,2015-04-11,43.21697467488022
True,0,"35, avenue Lévêque
58476 Guillet",5663-5353-9226-4883,5/24,131,2009-04-12,35.02532511978097
False,0,"6, rue de Blot
97675 Millet",9973-8010-5277-7451,11/25,665,2017-11-27,25.125256673511295
True,1,"71, chemin Benoît Vallet
11898 Imbert",1735-2537-9094-4299,2/24,584,2020-03-16,39.04722792607803
True,1,"14, boulevard de Guérin
22681 Traore",3753-5239-1695-2079,12/24,728,1998-12-26,38.75154004106776
True,2,"57, avenue de Lemaire
53155 Sainte Benoît",5832-2106-2992-9480,8/25,499,2019-11-17,43.917864476386036
False,0,"56, rue Courtois
34905 Bailly-sur-Clerc",2402-4516-3003-9358,7/25,866,2022-11-24,41.8590006844627
True,0,"95, rue Margot Bernard
44494 Perezboeuf",6394-7324-7193-7766,11/24,496,2021-08-04,23.1129363449692
False,1,"rue Tessier
63699 Barbier-sur-Laurent",1155-1424-3752-4544,5/25,534,2021-12-27,19.854893908281998
True,1,"21, rue de Parent
63512 Tanguy-la-Forêt",7132-4072-8533-9247,3/24,487,2020-07-08,47.64681724845996
True,1,"9, boulevard Nicolas
82615 Jacques",4663-9873-9608-6260,8/24,170,2019-06-16,32.00547570157426
False,1,"rue Lefort
90547 Guillaume",5904-5547-9484-9523,1/25,314,2021-05-06,25.3305954825462
False,0,"26, boulevard Alexandre Jean
85243 MendèsBourg",7246-2948-4122-8009,6/25,375,2018-08-24,22.973305954825463
True,0,"9, chemin de Bertin
09641 Ferreira",5642-3001-4486-8692,9/24,650,2016-06-24,52.68446269678302
False,2,"51, chemin de Guillaume
64810 Hebert",4006-6347-1832-6543,8/25,296,2014-02-16,50.59000684462697
True,2,"16, rue Martin Briand
71479 Costedan",9408-4854-7655-5149,6/24,912,1987-01-30,28.930869267624914
True,1,"avenue Laurent Gauthier
95284 Barthelemy-sur-Thibault",3733-6209-1951-3509,6/25,115,2019-09-29,23.66324435318275
False,2,"956, rue René Mendès
71114 Lemoine",8852-8221-1760-7676,9/24,569,2005-01-06,42.078028747433265
True,1,"9, avenue Jacqueline Laurent
30469 Sainte Marguerite",2610-4776-4566-2157,3/24,881,2019-11-04,34.965092402464066
True,1,"944, rue Ramos
49108 Sainte Joséphine",5823-8254-8476-3037,12/24,862,1990-01-20,30.168377823408623
False,3,"6, boulevard de Devaux
93776 Bigot-les-Bains",7832-9618-3466-7396,6/24,511,2020-03-03,21.95482546201232
True,0,"36, chemin Benoit
68200 Saint Guy-la-Forêt",2539-5509-3295-4518,7/25,893,1993-08-12,27.37303216974675
True,0,"76, rue Marc Cordier
41986 Besson",4929-6562-8919-5050,10/24,005,2016-08-17,18.127310061601644
True,2,"443, boulevard Renault
23700 Klein",5276-1316-4843-4265,12/24,959,2003-04-18,45.07597535934291
False,1,"boulevard Yves Bertrand
58827 Gomesnec",2272-4313-6279-6923,12/25,118,2006-04-17,26.50513347022587
True,1,"27, avenue Guyon
93765 Fernandes-sur-Rémy",4931-2123-7858-3268,7/25,624,2016-06-17,19.299110198494184
True,1,"51, rue de Maillet
95308 Sainte MartineVille",2469-6452-6358-8974,12/25,346,2010-08-16,18.666666666666668
True,2,"2, rue de Joubert
09476 Pichon-sur-Mer",4391-6675-1211-5203,11/25,142,2004-11-22,47.148528405201915
False,1,"46, boulevard Faure
90643 Chrétien-sur-Leclerc",7086-9737-6961-4275,4/24,490,2015-08-20,20.073921971252567
True,1,"4, boulevard de Martins
95268 Lelièvre",8096-5335-2169-4095,10/24,942,2022-12-05,28.93634496919918
True,2,"67, chemin Michel Lamy
79226 Bigot",3433-2628-3734-3831,11/25,295,1998-12-12,42.704996577686515
False,2,"4, avenue Fabre
28781 Lévêque",4255-6285-8597-8719,11/24,238,2016-07-19,43.21149897330596
False,0,"986, rue Joseph Hervé
43140 Sainte Roger",8833-2128-4080-7836,8/25,068,2007-10-10,37.30047912388775
True,0,"7, rue de Jacob
63614 Cohendan",7708-4146-5395-7863,8/24,448,2015-07-16,21.144421629021217
True,4,"67, avenue Bonnet
62784 Sainte Étienne",8856-1172-8570-1803,6/24,046,2017-11-27,58.620123203285424
True,1,"36, boulevard Matthieu Sauvage
55325 Jacob",6505-5090-8547-4049,7/25,232,2000-08-15,31.38945927446954
True,3,"62, avenue Guibert
58132 Boulay",8177-6446-9088-8893,6/25,621,2007-08-03,46.26694045174538
True,0,"16, rue Roger
63544 Moulin",4725-7147-6436-2356,1/24,354,2022-01-12,18.340862422997947
True,4,"5, chemin Michel Dubois
10156 Moulin",5665-5016-6796-9409,3/25,099,2018-12-10,21.05133470225873
False,1,"21, rue de Mendès
46375 Olivier",5225-7801-4132-5239,9/25,549,2017-10-20,29.215605749486652
True,2,"rue Rodrigues
97394 Launaynec",7953-6066-3223-9251,2/25,841,2015-09-10,19.017111567419576
False,2,"7, rue Nath Prévost
83889 Mariedan",5498-8319-9873-4129,11/24,700,2021-08-29,27.019849418206707
False,1,"73, rue de Denis
54197 Piresboeuf",2027-7738-3845-6297,12/24,216,2015-11-14,26.390143737166323
True,2,"584, avenue Emmanuel Mace
64613 Valette-sur-Mer",1221-4667-5445-2173,3/24,775,2007-02-20,24.243668720054757
False,1,"5, avenue de Gimenez
63872 Saint Alix-sur-Mer",8873-9877-7170-2227,2/24,144,2016-06-04,46.789869952087614
False,0,"boulevard Adrienne Dijoux
30234 Weiss-sur-Perret",1938-6658-1288-8879,8/25,828,1994-01-01,33.06228610540725
True,2,"35, rue Aurélie David
97615 Leroy",3690-3780-7665-3411,11/24,670,1998-12-29,34.90485968514716
False,1,"44, rue de Gauthier
44266 Baudrynec",7525-2572-6225-7161,2/24,678,2003-07-04,27.742642026009584
False,0,"17, chemin Édith Ferrand
97231 Neveu-sur-Auger",9762-3738-7764-4135,10/24,461,2014-04-14,19.411362080766597
True,2,"73, chemin Adrien Garnier
07276 Benarddan",3010-5894-1158-9655,3/24,291,2009-09-08,28.128678986995208
False,1,"8, rue Diaz
11258 DiasBourg",5713-9350-4874-5898,10/25,259,2015-09-07,44.24914442162902
False,0,"7, avenue Maillard
43870 Sainte Susanne",2724-7279-1694-4118,10/24,363,2021-05-02,46.40109514031485
True,0,"24, rue de Étienne
08457 Saint SuzanneBourg",9231-9652-5940-3659,3/25,032,2004-07-17,31.16221765913758
False,1,"5, rue de Marie
09479 Bouvet",1307-5322-4008-7095,3/24,106,2018-09-17,31.411362080766597
True,1,"boulevard de Lenoir
20935 Klein-sur-Caron",6762-7866-5209-6185,5/25,624,1981-08-04,18.127310061601644
True,4,"3, rue Roche
64886 De Sousa",7192-6170-1942-4600,9/25,887,1992-12-14,26.622861054072555
False,0,"42, chemin Théophile Coste
63505 Riou",5175-5463-7630-8124,12/25,099,1983-11-14,26.16563997262149
False,0,"9, avenue Dumas
48678 Saint LucieVille",5837-4090-6724-8084,9/25,279,2022-01-10,65.54414784394251
True,2,"avenue Lucy Rodriguez
49173 Pineau-sur-Mer",4162-5045-1767-6998,11/25,518,2006-01-23,25.242984257357975
False,0,"97, chemin Deschamps
40808 Saint Alphonseboeuf",3969-3451-6332-9087,1/24,992,2019-05-04,62.87748117727584
True,0,"196, avenue Alain Chevalier
83480 Henryboeuf",5270-7495-4552-6283,6/24,815,2000-02-01,26.469541409993155
True,1,"769, chemin Pauline Couturier
91330 Lévy",3813-1333-4518-3218,11/24,406,2012-10-10,30.34633812457221
True,0,"42, boulevard Roger Jacquot
68522 Cousin",3291-6479-7186-6532,11/25,542,2020-02-01,19.750855578370977
True,3,"81, avenue Christophe Dias
26567 Martel",8697-3025-6499-6528,6/25,812,2020-04-25,26.088980150581794
True,0,"5, chemin de Poulain
70599 Voisin",4463-5248-6601-2965,12/24,200,2021-10-17,32.380561259411365
True,0,"912, chemin Denise Gérard
02221 Guyon",6236-1806-2215-8566,7/25,405,2014-01-16,26.759753593429156
True,0,"326, avenue Simone Blanchard
31141 Grégoire-sur-Mer",7133-6271-2152-9730,9/24,289,2003-03-14,46.521560574948666
False,1,"5, rue Adrienne Legendre
16493 Benardnec",7873-4302-8474-9910,8/24,502,2001-09-29,26.31895961670089
False,1,"688, rue Brunet
90666 Ferreira-la-Forêt",3342-3171-2503-7291,3/25,606,2019-12-28,47.9151266255989
False,1,"4, boulevard de Delattre
66969 Pasquier",6124-4212-6348-9963,3/24,917,1999-03-25,29.66735112936345
True,2,"78, rue de Picard
84649 MonnierVille",8989-4677-7300-3518,6/25,608,2022-05-27,42.94318959616701
True,0,"50, rue Pierre Sauvage
10701 Chrétien",8183-6805-7007-9472,8/25,867,2000-09-23,40.60780287474333
True,2,"8, chemin Antoine
72348 Blanchet",7958-2216-6534-9515,5/25,120,2016-06-03,33.790554414784395
False,3,"49, boulevard Bonnet
09690 Aubry",3657-9044-1671-6521,7/25,126,1988-08-24,22.78713210130048
True,2,"avenue Lefort
62191 Hoareau",8975-3033-1904-2172,3/25,938,2018-05-23,21.590691307323752
False,2,"25, avenue Adrien Guillou
91539 Potier-sur-Nicolas",9215-8543-8617-7338,2/24,906,2022-09-20,55.709787816563995
False,0,"256, rue de Roche
49764 Caronnec",8182-1115-7253-3193,9/25,513,2003-11-26,21.782340862423
False,1,"31, rue de Fernandes
32258 Blanchet-les-Bains",5634-9020-3546-1291,3/24,125,2013-08-20,41.782340862423
True,1,"53, boulevard Ferreira
91604 LemoineBourg",2817-4158-9085-9861,9/24,671,2016-06-18,21.300479123887747
True,2,"22, boulevard Amélie Barthelemy
67100 Lefebvre",9603-3225-9495-5626,3/25,803,2019-08-20,23.468856947296374
True,0,"rue Margaux Renard
95555 LaineBourg",6017-9231-6550-6702,12/25,655,1991-06-08,30.70773442847365
False,1,"avenue Christine Guillet
93168 Perrier",7002-1513-1453-9547,6/24,770,1986-05-02,26.09719370294319
True,1,"35, rue de Raymond
86415 Roy-la-Forêt",8120-7002-7228-1225,7/24,235,2016-02-18,54.29158110882957
True,0,"boulevard Jérôme Dijoux
33118 Leroynec",9109-3562-7912-9964,6/24,788,1983-04-30,28.11772758384668
False,0,"avenue Benoît Benard
58294 Sainte Benoît",9926-2426-6745-3034,5/24,816,2007-02-13,34.2258726899384
True,1,"boulevard Lemaître
20685 Merle",2322-3205-2954-6676,2/24,299,2015-02-10,23.77549623545517
False,2,"7, chemin Roger
97611 Auger-sur-Da Silva",5631-7178-2377-8066,9/24,885,2022-09-20,40.94455852156057
True,0,"13, rue Alice Delaunay
04844 BretonBourg",5167-9804-6866-9031,11/24,741,1994-08-24,20.78302532511978
True,5,"43, rue Rey
38582 Guillaume",6736-2164-4265-1289,2/24,534,2020-11-22,22.39561943874059
False,2,"64, rue Susanne Breton
30672 Masse",8183-4008-6468-1593,6/25,402,2014-11-22,30.581793292265573
True,1,"5, boulevard Nathalie Schneider
90377 Lebrun",9715-2270-8672-6521,10/25,296,2016-06-30,20.33949349760438
False,1,"835, boulevard Rodriguez
61144 Bonnet-sur-Samson",8845-6391-6192-1589,12/24,416,1995-11-07,26.06160164271047
True,3,"8, chemin Thibault Chrétien
27334 Michaud-sur-Mer",9688-8996-2162-6681,4/24,055,2022-10-20,24.292950034223136
False,0,"78, chemin Seguin
64946 Moulin-sur-Renaud",2237-5292-7533-8150,11/25,151,1993-04-21,28.906228610540726
